,NAME,WHITE_POP,BLACK_POP,HISPANIC_POP,ASIAN_POP,TOTAL_POP,HOUSING_UNITS,POP_UNDER_5,POP_5_9,POP_10_14,POP_15_19,state,county
1652,"Trigg County, Kentucky",90.4,8.7,14344,0.4,14344,7923,826,932,767,946,21,221
1653,"Boone County, Kentucky",90.8,3.1,129095,2.3,129095,48961,8622,9504,10167,8732,21,015
1654,"Leslie County, Kentucky",97.7,0.1,10472,0.4,10472,5362,610,486,820,639,21,131
1655,"Knox County, Kentucky",96.7,1.2,31467,0.4,31467,14675,2002,2004,2118,2229,21,121
1656,"Lawrence County, Kentucky",97.5,0.6,15783,0.4,15783,7389,1011,1148,975,875,21,127
1657,"Livingston County, Kentucky",97.4,0.7,9263,0.1,9263,4881,564,475,598,495,21,139
1658,"Pike County, Kentucky",97.5,0.9,60483,0.5,60483,30848,3293,3321,3666,3749,21,195
1659,"Shelby County, Kentucky",87.6,6.3,46786,0.9,46786,17534,3153,2972,3028,3068,21,211
1660,"Anderson County, Kentucky",95.3,2.5,22214,0.3,22214,9368,1392,1629,1336,1333,21,005
1661,"Breckinridge County, Kentucky",95.4,1.8,20080,0.4,20080,10780,1164,1086,1530,1277,21,027
1662,"Franklin County, Kentucky",82.6,9.5,50296,1.8,50296,23257,2784,3010,3010,3137,21,073
1663,"Kenton County, Kentucky",90.1,4.5,164688,1.2,164688,69635,11129,11905,10198,9838,21,117
1664,"Madison County, Kentucky",91.4,4.3,89700,1.0,89700,36499,5136,5777,4813,8104,21,151
1665,"Magoffin County, Kentucky",99.9,0.0,12666,0.0,12666,6068,772,722,869,769,21,153
1666,"Owsley County, Kentucky",98.2,1.4,4463,0.1,4463,2220,268,188,263,303,21,189
1667,"Simpson County, Kentucky",85.6,9.9,18063,0.8,18063,7709,1204,1227,1206,1157,21,213
1668,"Taylor County, Kentucky",91.0,3.9,25500,1.1,25500,10978,1773,1357,1690,2165,21,217
1669,"Todd County, Kentucky",87.8,8.0,12350,0.0,12350,5336,887,885,993,790,21,219
1670,"Carlisle County, Kentucky",95.3,1.3,4841,0.6,4841,2464,284,220,376,336,21,039
1671,"Clinton County, Kentucky",97.6,0.4,10211,0.2,10211,5294,696,653,593,666,21,053
1672,"Gallatin County, Kentucky",93.5,1.8,8703,0.1,8703,3903,530,536,662,667,21,077
1673,"Garrard County, Kentucky",96.1,1.1,17328,0.1,17328,7500,963,1026,1176,1010,21,079
1674,"Fleming County, Kentucky",96.2,1.6,14479,0.2,14479,6683,1020,923,1011,887,21,069
1675,"Campbell County, Kentucky",93.8,3.2,92267,1.0,92267,40109,5402,5582,5111,6442,21,037
1676,"Vermilion Parish, Louisiana",81.4,14.8,59867,2.1,59867,26361,4106,4434,4250,4096,22,113
1677,"St. Charles Parish, Louisiana",69.8,26.5,52724,1.1,52724,20578,3362,3873,3469,3597,22,089
1678,"Concordia Parish, Louisiana",57.8,41.1,20021,0.2,20021,9558,1256,1365,1378,1233,22,029
1679,"Tensas Parish, Louisiana",44.9,54.5,4666,0.1,4666,3406,301,321,317,295,22,107
1680,"St. James Parish, Louisiana",48.4,49.7,21357,0.1,21357,8872,1278,1306,1450,1321,22,093
1681,"Grant Parish, Louisiana",78.5,16.7,22348,0.2,22348,9261,1277,1466,1163,1211,22,043
1682,"Jefferson Parish, Louisiana",62.8,26.8,435300,4.2,435300,188539,28047,26152,26123,23862,22,051
1683,"Bienville Parish, Louisiana",54.5,43.0,13668,0.1,13668,7814,840,784,952,728,22,013
1684,"Bossier Parish, Louisiana",72.1,22.3,126131,1.7,126131,56266,8944,9172,8458,7997,22,015
1685,"Cameron Parish, Louisiana",93.3,4.2,6868,0.4,6868,3997,332,324,551,535,22,023
1686,"East Feliciana Parish, Louisiana",54.2,44.0,19499,0.3,19499,8386,954,909,1082,1115,22,037
1687,"St. John the Baptist Parish, Louisiana",39.6,55.7,43446,1.1,43446,17758,2834,3228,2831,2865,22,095
1688,"Plaquemines Parish, Louisiana",67.9,20.5,23373,3.6,23373,10202,1647,1476,2060,1533,22,075
1689,"Ouachita Parish, Louisiana",59.7,37.5,156075,1.1,156075,67732,10985,11460,10299,11157,22,073
1690,"Rapides Parish, Louisiana",63.7,31.8,131546,1.4,131546,57823,8961,9184,8993,8969,22,079
1691,"Washington Parish, Louisiana",67.0,30.1,46457,0.1,46457,21548,2902,3217,3061,3041,22,117
1692,"St. Landry Parish, Louisiana",56.2,41.1,83449,0.3,83449,36578,6340,5994,6566,5726,22,097
1693,"Tangipahoa Parish, Louisiana",67.1,29.6,130504,0.8,130504,54515,9420,8571,9086,9399,22,105
1694,"Acadia Parish, Louisiana",79.1,17.8,62568,0.1,62568,26232,4441,4853,4465,4157,22,001
1695,"St. Mary Parish, Louisiana",60.2,31.2,51734,1.5,51734,23489,3553,3116,3810,3128,22,101
1696,"West Carroll Parish, Louisiana",80.4,16.1,11180,0.0,11180,5141,583,833,784,691,22,123
1697,"St. Tammany Parish, Louisiana",83.0,11.8,252093,1.6,252093,101887,15182,16732,18167,16774,22,103
1698,"Union Parish, Louisiana",71.3,24.9,22475,0.1,22475,11677,1300,1391,1438,1699,22,111
1699,"Caldwell Parish, Louisiana",82.1,16.7,9996,0.1,9996,5122,615,729,605,571,22,021
1700,"Caddo Parish, Louisiana",46.4,48.9,248361,1.3,248361,112999,17245,16325,16525,15438,22,017
1701,"East Carroll Parish, Louisiana",29.1,69.9,7225,0.0,7225,2903,377,486,373,316,22,035
1702,"Ascension Parish, Louisiana",72.9,21.8,121176,1.1,121176,46536,8681,9653,9029,8563,22,005
1703,"Lafayette Parish, Louisiana",69.7,25.9,240091,1.8,240091,101144,16654,16386,14873,15360,22,055
1704,"Iberia Parish, Louisiana",61.1,31.7,72691,2.7,72691,30453,5273,4919,5756,4950,22,045
1705,"St. Bernard Parish, Louisiana",69.7,22.9,45694,2.4,45694,16989,3444,3482,3591,2912,22,087
1706,"St. Helena Parish, Louisiana",44.0,54.0,10411,0.4,10411,5273,577,672,645,640,22,091
1707,"West Baton Rouge Parish, Louisiana",58.0,39.9,25860,0.2,25860,10669,1785,1872,1631,1559,22,121
1708,"De Soto Parish, Louisiana",60.1,35.7,27216,0.2,27216,12822,1686,2124,1666,1691,22,031
1709,"Red River Parish, Louisiana",57.3,39.0,8618,0.0,8618,4190,550,661,560,482,22,081
1710,"Livingston Parish, Louisiana",91.0,6.0,138111,0.5,138111,56221,9556,9943,10350,9730,22,063
1711,"Natchitoches Parish, Louisiana",53.6,40.5,38963,0.7,38963,19047,2538,2336,2858,3422,22,069
1712,"Orleans Parish, Louisiana",34.0,59.7,389648,2.9,389648,191738,23249,22981,20367,21668,22,071
1713,"Catahoula Parish, Louisiana",66.3,32.4,9893,0.1,9893,4990,590,600,634,578,22,025
1714,"Calcasieu Parish, Louisiana",70.2,24.9,200182,1.4,200182,88830,14075,14113,13782,12482,22,019
1715,"Franklin Parish, Louisiana",65.6,33.0,20322,0.1,20322,9191,1415,1751,1174,1257,22,041
1716,"Assumption Parish, Louisiana",68.0,30.0,22714,0.2,22714,10727,1228,1374,1575,1348,22,007
1717,"Jackson Parish, Louisiana",68.4,30.0,15926,0.5,15926,7853,937,1033,1071,764,22,049
1718,"Richland Parish, Louisiana",61.8,35.6,20474,0.7,20474,8950,1263,1469,1253,1528,22,083
1719,"St. Martin Parish, Louisiana",66.1,29.3,53752,1.0,53752,23161,3609,3909,3463,3346,22,099
1720,"Winn Parish, Louisiana",66.4,31.6,14494,0.0,14494,7299,787,681,1036,803,22,127
1721,"East Baton Rouge Parish, Louisiana",47.3,45.9,444094,3.1,444094,193211,29369,28050,27351,31510,22,033
1722,"Allen Parish, Louisiana",73.7,19.0,25661,0.7,25661,9881,1614,1624,1588,1481,22,003
1723,"Madison Parish, Louisiana",35.5,63.6,11472,0.0,11472,5040,829,717,783,822,22,065
1724,"Oxford County, Maine",96.3,0.4,57325,0.5,57325,36794,2635,3016,3072,3521,23,017
1725,"Waldo County, Maine",96.5,0.6,39418,0.5,39418,22323,1801,2015,2279,2290,23,027
1726,"Penobscot County, Maine",94.8,0.9,151748,1.0,151748,75490,7161,7681,8015,10564,23,019
1727,"Androscoggin County, Maine",91.5,2.1,107444,0.8,107444,49735,6456,6811,6364,6701,23,001
1728,"Aroostook County, Maine",95.0,1.0,68269,0.4,68269,39876,3304,3383,3540,3941,23,003
1729,"Cumberland County, Maine",91.9,2.9,290944,2.1,290944,143329,14155,16143,15248,17681,23,005
1730,"Knox County, Maine",96.4,0.6,39823,0.5,39823,24316,1771,2001,2105,1996,23,013
1731,"York County, Maine",95.7,0.9,203102,1.3,203102,109399,9662,9883,12249,11781,23,031
1732,"Franklin County, Maine",96.6,0.3,30019,0.4,30019,22111,1408,1486,1530,2058,23,007
1733,"Somerset County, Maine",96.7,0.6,50710,0.3,50710,30817,2329,3107,2559,2864,23,025
1734,"Worcester County, Maryland",83.0,13.1,51564,1.3,51564,56169,2158,2485,2734,2534,24,047
1735,"Baltimore city, Maryland",30.4,62.5,614700,2.6,614700,294522,40044,36018,32964,35787,24,510
1736,"Talbot County, Maryland",82.8,11.0,37211,1.4,37211,20201,1733,1928,1937,1924,24,041
1737,"Harford County, Maryland",79.0,13.6,251025,2.7,251025,99570,14060,16002,15986,16298,24,025
1738,"Howard County, Maryland",58.0,18.7,315327,17.7,315327,118027,18777,21340,22875,21459,24,027
1739,"Anne Arundel County, Maryland",73.3,16.5,567696,3.8,567696,222589,35064,35002,35992,34012,24,003
1740,"Baltimore County, Maryland",61.4,28.4,827625,6.0,827625,336554,48990,50202,49253,52665,24,005
1741,"Calvert County, Maryland",81.2,11.8,91082,1.9,91082,35003,4860,4867,7474,6573,24,009
1742,"Garrett County, Maryland",96.8,0.8,29376,0.4,29376,19288,1436,1526,1555,1807,24,023
1743,"Montgomery County, Maryland",53.8,18.2,1040133,14.7,1040133,388254,66700,68198,67586,63526,24,031
1744,"Carroll County, Maryland",91.8,3.4,167522,1.8,167522,63399,8748,9810,11016,11791,24,013
1745,"Queen Anne's County, Maryland",89.4,6.8,49355,0.9,49355,21023,2504,2964,3322,3054,24,035
1746,"St. Mary's County, Maryland",78.6,14.4,111531,2.8,111531,44442,7178,7192,8325,7820,24,037
1747,"Charles County, Maryland",45.5,44.4,157671,3.1,157671,59763,9552,10170,11412,11295,24,017
1748,"Dorchester County, Maryland",65.6,27.4,32261,1.0,32261,16741,1857,1799,1993,1747,24,019
1749,"Washington County, Maryland",82.7,10.5,149811,1.8,149811,61388,8656,8973,9556,8979,24,043
1750,"Wicomico County, Maryland",67.1,25.9,102172,3.2,102172,42332,6156,6141,6343,8996,24,045
1751,"Cecil County, Maryland",88.2,6.7,102517,1.4,102517,42608,5736,7041,6468,6642,24,015
1752,"Caroline County, Maryland",80.4,14.0,32875,0.7,32875,13581,2010,2262,2278,2022,24,011
1753,"Suffolk County, Massachusetts",55.2,22.4,791766,8.8,791766,333238,42567,35534,34465,54416,25,025
1754,"Barnstable County, Massachusetts",91.9,3.0,213690,1.5,213690,163181,7884,8436,10299,10885,25,001
1755,"Dukes County, Massachusetts",88.5,3.9,17313,0.4,17313,17789,651,835,1183,1228,25,007
1756,"Middlesex County, Massachusetts",77.3,5.3,1595192,11.7,1595192,632582,87158,87384,90055,103080,25,017
1757,"Berkshire County, Massachusetts",90.8,2.9,127328,1.7,127328,69078,5418,5814,6471,8258,25,003
1758,"Bristol County, Massachusetts",84.6,4.1,558905,2.3,558905,234458,29471,31935,33956,35977,25,005
1759,"Hampden County, Massachusetts",81.2,8.8,469116,2.4,469116,193525,26426,27664,29816,33599,25,013
1760,"Plymouth County, Massachusetts",83.4,9.4,512135,1.3,512135,205841,27294,30137,33468,34420,25,023
1761,"Essex County, Massachusetts",80.1,4.0,781024,3.4,781024,312013,44112,44527,49655,52006,25,009
1762,"Franklin County, Massachusetts",93.1,1.5,70935,1.6,70935,34071,3156,3227,3808,3752,25,011
1763,"Norfolk County, Massachusetts",78.4,6.8,698249,10.7,698249,277275,37527,40460,43399,45269,25,021
1764,"Hampshire County, Massachusetts",88.0,2.8,161159,5.2,161159,63667,5650,6443,7299,18569,25,015
1765,"Nantucket County, Massachusetts",87.6,7.0,11101,1.0,11101,12191,696,549,748,632,25,019
1766,"Monroe County, Michigan",94.4,2.4,149699,0.6,149699,64005,7960,8569,9951,9733,26,115
1767,"Allegan County, Michigan",93.7,1.5,115250,0.7,115250,50772,7156,7981,8130,7589,26,005
1768,"Hillsdale County, Michigan",96.7,0.8,45830,0.4,45830,21943,2702,2533,2980,3338,26,059
1769,"Alger County, Michigan",84.9,7.5,9194,0.2,9194,6671,323,420,404,478,26,003
1770,"Oceana County, Michigan",94.6,1.1,26417,0.2,26417,16136,1525,1653,1862,1751,26,127
1771,"Leelanau County, Michigan",92.8,0.4,21639,0.7,21639,15529,885,1031,980,1063,26,089
1772,"Clare County, Michigan",96.3,0.6,30616,0.4,30616,23313,1648,1891,1431,1678,26,035
1773,"Keweenaw County, Michigan",97.5,1.5,2130,0.1,2130,2490,88,119,67,81,26,083
1774,"Isabella County, Michigan",87.8,2.6,70775,1.7,70775,29084,3339,3324,3546,8422,26,073
1775,"Ottawa County, Michigan",89.4,1.5,284034,2.7,284034,107632,18013,19095,20163,24568,26,139
1776,"Tuscola County, Michigan",96.3,1.2,53250,0.3,53250,24451,2696,3084,3213,3333,26,157
1777,"Alpena County, Michigan",96.9,0.5,28612,0.5,28612,16044,1374,1298,1718,1677,26,007
1778,"Ionia County, Michigan",92.0,4.6,64176,0.4,64176,24856,3678,4228,4492,4194,26,067
1779,"Midland County, Michigan",93.4,1.4,83389,2.3,83389,36806,4537,5157,5006,5423,26,111
1780,"Berrien County, Michigan",78.6,14.7,154807,2.0,154807,77322,9078,9832,9293,9633,26,021
1781,"Oscoda County, Michigan",96.9,0.6,8277,0.0,8277,9173,415,475,403,424,26,135
1782,"Crawford County, Michigan",96.1,0.6,13836,0.9,13836,11207,606,758,650,759,26,039
1783,"Clinton County, Michigan",93.9,1.7,77896,1.6,77896,31496,4329,4872,5246,5184,26,037
1784,"Gratiot County, Michigan",91.0,5.6,41067,0.4,41067,16320,2026,2293,2401,2960,26,057
1785,"Huron County, Michigan",97.2,0.4,31543,0.6,31543,21258,1571,1773,1609,1797,26,063
1786,"Lenawee County, Michigan",92.8,2.7,98474,0.3,98474,43751,5283,5620,6248,6709,26,091
1787,"Mason County, Michigan",95.0,1.0,28884,0.6,28884,17468,1514,1552,1774,1689,26,105
1788,"Montcalm County, Michigan",94.5,2.2,63209,0.4,63209,28435,3592,4083,4065,3942,26,117
1789,"St. Joseph County, Michigan",91.1,2.2,60897,0.5,60897,27872,4031,3988,4486,4078,26,149
1790,"St. Clair County, Michigan",93.5,2.1,159566,0.7,159566,72016,8098,8795,10591,10128,26,147
1791,"Washtenaw County, Michigan",73.7,11.8,365961,9.1,365961,150400,18283,18449,20528,32986,26,161
1792,"Arenac County, Michigan",96.3,0.6,15165,0.4,15165,9831,690,749,784,824,26,011
1793,"Cass County, Michigan",88.7,5.0,51460,0.8,51460,26213,2553,2977,3242,3310,26,027
1794,"Iron County, Michigan",96.1,0.5,11212,0.6,11212,9318,419,561,482,541,26,071
1795,"Roscommon County, Michigan",96.6,0.2,23877,0.3,23877,24524,851,985,1104,1073,26,143
1796,"Wayne County, Michigan",53.2,38.9,1761382,3.3,1761382,814962,115396,113925,117777,114745,26,163
1797,"Branch County, Michigan",93.9,2.3,43584,0.6,43584,20818,2646,2821,2960,2759,26,023
1798,"Jackson County, Michigan",87.4,8.0,158913,0.9,158913,69508,8981,9389,10048,10222,26,075
1799,"Mackinac County, Michigan",74.5,2.8,10817,0.7,10817,11144,394,488,517,557,26,097
1800,"Antrim County, Michigan",96.0,0.4,23177,0.3,23177,18035,991,1097,1321,1313,26,009
1801,"Houghton County, Michigan",93.0,0.8,36360,3.0,36360,18786,1886,2063,2113,3558,26,061
1802,"Iosco County, Michigan",95.8,0.7,25247,0.7,25247,20503,1085,1223,1122,1197,26,069
1803,"Lake County, Michigan",86.9,8.0,11763,0.2,11763,15245,492,561,513,612,26,085
1804,"Montmorency County, Michigan",96.7,0.3,9261,0.1,9261,9594,333,332,461,414,26,119
1805,"Presque Isle County, Michigan",96.5,0.6,12797,0.5,12797,10463,489,479,652,655,26,141
1806,"Kalamazoo County, Michigan",81.2,10.9,261573,2.4,261573,111646,15846,15361,16312,18798,26,077
1807,"Mecosta County, Michigan",93.2,2.9,43264,0.8,43264,21406,2057,2268,2236,4308,26,107
1808,"Marquette County, Michigan",93.3,1.7,66939,1.0,66939,34803,3283,3440,3360,4722,26,103
1809,"Newaygo County, Michigan",92.8,1.4,48142,0.3,48142,25361,2775,3155,3092,2920,26,123
1810,"Osceola County, Michigan",96.2,1.1,23232,0.3,23232,13720,1274,1447,1501,1570,26,133
1811,"Otsego County, Michigan",95.6,0.5,24397,0.4,24397,14861,1307,1553,1344,1503,26,137
1812,"Calhoun County, Michigan",81.8,10.6,134473,2.3,134473,60879,8388,8375,8948,8924,26,025
1813,"Cheboygan County, Michigan",93.3,0.9,25458,0.4,25458,18459,969,1021,1452,1412,26,031
1814,"Luce County, Michigan",79.6,7.6,6364,0.3,6364,4370,256,289,313,362,26,095
1815,"Kent County, Michigan",79.8,9.7,643140,3.0,643140,253003,44071,44006,43924,43310,26,081
1816,"Macomb County, Michigan",81.5,11.4,868704,3.9,868704,364337,47677,51583,52621,53199,26,099
1817,"Saginaw County, Michigan",74.9,18.7,192778,1.3,192778,87377,11000,11339,11757,13259,26,145
1818,"Shiawassee County, Michigan",96.6,0.6,68493,0.3,68493,30242,3597,4068,4218,4690,26,155
1819,"Baraga County, Michigan",73.4,10.1,8507,0.5,8507,5292,382,465,391,457,26,013
1820,"Bay County, Michigan",94.7,1.7,104786,0.6,104786,48260,5181,5953,6476,6135,26,017
1821,"Charlevoix County, Michigan",95.1,0.5,26219,0.4,26219,17630,1169,1407,1568,1548,26,029
1822,"Eaton County, Michigan",86.4,6.6,109155,2.3,109155,47431,5985,6356,6560,6965,26,045
1823,"Delta County, Michigan",93.8,0.3,36190,0.4,36190,20352,1824,1948,2161,2075,26,041
1824,"Gogebic County, Michigan",90.5,4.5,15414,0.4,15414,10805,564,729,664,750,26,053
1825,"Emmet County, Michigan",92.2,0.7,33039,0.6,33039,21575,1595,1619,2047,2055,26,047
1826,"Woodruff County, Arkansas",69.6,27.7,6660,1.4,6660,3896,390,483,357,287,05,147
1827,"Cleburne County, Arkansas",97.0,0.6,25230,0.6,25230,16042,1159,1307,1462,1341,05,023
1828,"Cleveland County, Arkansas",86.4,11.2,8226,0.0,8226,4091,437,494,606,573,05,025
1829,"Jackson County, Arkansas",78.5,12.4,17225,0.0,17225,7581,973,903,1060,874,05,067
1830,"Hempstead County, Arkansas",59.3,30.5,22018,0.1,22018,10510,1609,1469,1729,1425,05,057
1831,"Sharp County, Arkansas",95.1,0.7,17043,0.1,17043,9874,826,1012,1106,1031,05,135
1832,"Stone County, Arkansas",96.6,0.1,12446,0.1,12446,6853,575,663,708,639,05,137
1833,"Washington County, Arkansas",77.6,3.6,228529,2.5,228529,92417,16093,15801,15725,18844,05,143
1834,"Baxter County, Arkansas",96.6,0.2,41219,0.4,41219,22859,1721,2076,2139,1969,05,005
1835,"Ashley County, Arkansas",71.8,25.7,20537,0.2,20537,10148,1247,1707,1051,1350,05,003
1836,"Craighead County, Arkansas",79.4,13.8,105701,1.3,105701,44778,7387,7533,6947,7831,05,031
1837,"Greene County, Arkansas",95.4,1.6,44623,0.3,44623,18849,2895,3358,2838,2945,05,055
1838,"Lafayette County, Arkansas",60.7,36.6,6915,0.5,6915,4381,374,457,261,416,05,073
1839,"Perry County, Arkansas",92.8,1.9,10322,0.0,10322,4968,553,685,629,623,05,105
1840,"Phillips County, Arkansas",36.2,62.6,19034,0.1,19034,10197,1396,1060,1657,1239,05,107
1841,"Poinsett County, Arkansas",88.6,4.8,24054,0.0,24054,10967,1539,1524,1667,1554,05,111
1842,"Sevier County, Arkansas",63.2,5.1,17193,0.4,17193,6943,1358,1382,1402,1204,05,133
1843,"Yell County, Arkansas",78.6,2.5,21573,1.1,21573,9866,1447,1189,1763,1467,05,149
1844,"Calhoun County, Arkansas",76.2,21.6,5202,0.0,5202,2909,305,282,260,326,05,013
1845,"Clark County, Arkansas",71.2,24.0,22385,0.7,22385,10498,1186,1108,1244,2610,05,019
1846,"Bradley County, Arkansas",65.4,29.0,10948,0.0,10948,5810,682,864,641,737,05,011
1847,"Monroe County, Arkansas",56.0,40.0,7249,0.4,7249,4455,434,434,352,403,05,095
1848,"Polk County, Arkansas",91.9,0.5,20163,0.8,20163,10114,1220,1130,1440,1330,05,113
1849,"Ouachita County, Arkansas",56.6,41.1,24106,0.1,24106,13077,1452,1307,1800,1438,05,103
1850,"Newton County, Arkansas",94.7,0.0,7848,0.2,7848,4698,343,462,439,529,05,101
1851,"Little River County, Arkansas",73.5,22.2,12417,0.4,12417,6510,724,674,868,612,05,081
1852,"Carroll County, Arkansas",92.6,1.2,27887,1.2,27887,13674,1557,1594,1892,1733,05,015
1853,"Miller County, Arkansas",70.5,24.8,43759,0.4,43759,19547,2861,3003,2761,2679,05,091
1854,"Lake County, California",77.1,2.4,64148,1.0,64148,35067,3683,3828,3496,3516,06,033
1855,"Mariposa County, California",88.8,0.9,17540,1.4,17540,10388,762,761,751,804,06,043
1856,"Yuba County, California",74.6,3.2,75493,6.8,75493,28370,6126,5796,5815,4955,06,115
1857,"Contra Costa County, California",57.2,8.6,1133247,16.3,1133247,411338,65505,73025,76328,72857,06,013
1858,"Lassen County, California",82.3,8.8,31185,1.4,31185,12758,1384,1272,1477,1444,06,035
1859,"Santa Barbara County, California",77.5,1.9,443738,5.4,443738,156210,28356,27457,27240,37445,06,083
1860,"Sonoma County, California",74.9,1.6,501317,4.0,501317,207631,25736,28607,28944,29922,06,097
1861,"Imperial County, California",64.3,2.5,180216,1.5,180216,57468,15092,13588,14616,13576,06,025
1862,"Mono County, California",84.8,0.7,14174,2.4,14174,14078,464,786,911,630,06,051
1863,"Alameda County, California",41.5,10.8,1643700,29.6,1643700,601942,97506,96428,95792,93865,06,001
1864,"Sacramento County, California",58.0,9.9,1510023,15.6,1510023,567220,99356,101293,102000,94932,06,067
1865,"Napa County, California",73.1,2.0,140530,8.1,140530,55557,7318,7449,9619,9036,06,055
1866,"Monterey County, California",59.3,2.6,433212,5.6,433212,141155,32318,31786,32230,30473,06,053
1867,"Sierra County, California",98.6,0.2,2930,0.0,2930,2395,112,111,153,141,06,091
1868,"San Diego County, California",70.7,5.0,3302833,11.8,3302833,1204884,211969,198148,197726,209496,06,073
1869,"Yolo County, California",67.8,2.7,214977,13.8,214977,77512,12467,12618,13052,20389,06,113
1870,"Humboldt County, California",80.1,1.2,135768,3.1,135768,62826,7364,7787,6803,9105,06,023
1871,"Alpine County, California",63.1,0.8,1146,0.7,1146,1733,39,58,79,114,06,003
1872,"Mendocino County, California",83.6,0.6,87422,1.9,87422,40909,5143,5838,4704,5160,06,045
1873,"Santa Cruz County, California",76.2,0.9,273765,4.6,273765,105894,14535,14511,15516,22731,06,087
1874,"Los Angeles County, California",51.4,8.2,10098052,14.6,10098052,3524321,624745,607905,626594,654903,06,037
1875,"Riverside County, California",60.8,6.4,2383286,6.4,2383286,833602,158008,169403,177796,177697,06,065
1876,"Santa Clara County, California",45.0,2.5,1922200,35.9,1922200,665365,118688,119462,124678,113909,06,085
1877,"Marin County, California",78.1,2.2,260295,5.8,260295,112868,12292,15188,16044,14371,06,041
1878,"Siskiyou County, California",84.9,1.5,43540,1.6,43540,24102,2257,2695,2309,2459,06,093
1879,"Shasta County, California",87.0,1.2,179085,3.0,179085,78535,10520,10893,10500,10808,06,089
1880,"Del Norte County, California",76.4,2.9,27424,3.6,27424,11373,1584,1547,1849,1533,06,015
1881,"Glenn County, California",82.9,0.9,27897,2.9,27897,10973,2051,1760,2347,2031,06,021
1882,"Butte County, California",82.0,1.5,227075,4.5,227075,98743,12523,13858,11572,15615,06,007
1883,"Plumas County, California",89.1,1.0,18699,1.1,18699,15772,859,893,827,992,06,063
1884,"San Luis Obispo County, California",86.0,1.9,281455,3.6,281455,121095,13457,14079,14326,22464,06,079
1885,"Kern County, California",75.1,5.5,883053,4.7,883053,295756,71173,72357,72906,65963,06,029
1886,"Orange County, California",61.7,1.7,3164182,20.1,3164182,1091376,188956,189548,206380,208793,06,059
1887,"Calaveras County, California",91.5,0.7,45235,1.3,45235,27988,1936,2398,1926,2319,06,009
1888,"Sutter County, California",69.6,2.1,95872,15.3,95872,34315,6614,7219,7031,6583,06,101
1889,"San Mateo County, California",51.1,2.3,765935,28.1,765935,276444,44775,46334,43978,40654,06,081
1890,"Tuolumne County, California",87.5,1.7,53932,1.4,53932,31487,2389,2833,2220,2641,06,109
1891,"San Joaquin County, California",56.3,7.1,732212,15.4,732212,241055,52723,57384,56988,55240,06,077
1892,"Amador County, California",87.2,2.1,37829,1.3,37829,18278,1534,1540,1727,1978,06,005
1893,"Phillips County, Colorado",96.3,0.3,4318,0.3,4318,1915,245,314,365,314,08,095
1894,"Archuleta County, Colorado",83.7,1.9,12908,1.0,12908,9228,579,628,681,554,08,007
1895,"Denver County, Colorado",76.5,9.4,693417,3.8,693417,314045,43421,41479,35713,33090,08,031
1896,"Kiowa County, Colorado",92.0,1.2,1449,0.0,1449,785,153,74,122,102,08,061
1897,"Huerfano County, Colorado",94.2,0.6,6583,0.0,6583,5229,165,378,394,175,08,055
1898,"Baca County, Colorado",94.8,1.0,3563,0.0,3563,2254,187,219,213,170,08,009
1899,"Chaffee County, Colorado",93.2,1.9,19164,0.8,19164,10875,635,720,1149,870,08,015
1900,"Gilpin County, Colorado",94.0,0.3,5924,0.0,5924,3673,246,255,271,254,08,047
1901,"Kit Carson County, Colorado",90.2,2.6,7635,0.3,7635,3548,389,556,543,418,08,063
1902,"Garfield County, Colorado",87.3,0.4,58538,0.9,58538,23875,4016,4990,3645,3759,08,045
1903,"Gunnison County, Colorado",95.2,0.6,16537,0.5,16537,11854,744,825,820,1395,08,051
1904,"Jefferson County, Colorado",90.7,1.2,570427,2.8,570427,238711,29991,32157,33061,33454,08,059
1905,"Mineral County, Colorado",88.5,2.2,823,0.6,823,1324,12,38,16,14,08,079
1906,"Ouray County, Colorado",97.4,0.0,4722,0.4,4722,3208,158,141,276,159,08,091
1907,"Rio Blanco County, Colorado",93.4,0.4,6465,0.1,6465,3382,421,579,453,425,08,103
1908,"Sedgwick County, Colorado",92.1,1.3,2350,1.5,2350,1261,154,139,160,151,08,115
1909,"Conejos County, Colorado",90.3,0.4,8142,0.1,8142,4398,573,586,636,581,08,021
1910,"Costilla County, Colorado",90.7,0.5,3687,1.5,3687,2817,139,187,200,219,08,023
1911,"Adams County, Colorado",82.5,3.3,497115,3.9,497115,171038,36678,37972,39194,33195,08,001
1912,"Eagle County, Colorado",88.8,1.0,54357,0.8,54357,32154,3145,3791,3199,3539,08,037
1913,"Lake County, Colorado",86.1,0.1,7585,1.3,7585,4800,324,434,242,439,08,065
1914,"Moffat County, Colorado",94.4,1.1,13060,0.0,13060,6282,840,910,996,831,08,081
1915,"Pitkin County, Colorado",91.1,1.7,17909,1.5,17909,13794,823,819,776,741,08,097
1916,"Cheyenne County, Colorado",94.0,0.1,2039,2.3,2039,931,216,166,176,160,08,017
1917,"Crowley County, Colorado",88.4,3.7,5630,0.3,5630,1584,174,206,221,549,08,025
1918,"Dolores County, Colorado",96.7,0.0,1841,0.0,1841,1495,83,137,122,18,08,033
1919,"Jackson County, Colorado",93.4,0.0,1296,0.0,1296,1315,83,53,86,60,08,057
1920,"Larimer County, Colorado",91.5,1.0,338161,2.2,338161,145672,17736,18524,20109,23816,08,069
