,NAME,WHITE_POP,BLACK_POP,HISPANIC_POP,ASIAN_POP,TOTAL_POP,HOUSING_UNITS,POP_UNDER_5,POP_5_9,POP_10_14,POP_15_19,state,county
854,"Vernon County, Wisconsin",97.3,0.3,30516,0.5,30516,14030,2113,2148,2358,2014,55,123
855,"Columbia County, Wisconsin",94.9,1.2,56954,0.8,56954,26621,3049,3322,3750,3505,55,021
856,"Kewaunee County, Wisconsin",96.9,0.4,20360,0.3,20360,9414,1064,1105,1447,1242,55,061
857,"Brown County, Wisconsin",85.0,2.3,259786,3.2,259786,108876,17026,18151,16991,17321,55,009
858,"Marathon County, Wisconsin",90.8,0.7,135264,5.8,135264,59078,8063,8921,8786,8522,55,073
859,"Oneida County, Wisconsin",96.2,0.7,35345,0.5,35345,30914,1536,1506,1951,1688,55,085
860,"Trempealeau County, Wisconsin",92.4,0.5,29438,0.5,29438,13043,2024,1919,2151,1774,55,121
861,"Washburn County, Wisconsin",95.6,0.4,15689,0.5,15689,13229,725,789,983,782,55,129
862,"Dodge County, Wisconsin",93.4,2.7,87776,0.6,87776,37669,4260,4887,5808,5074,55,027
863,"Walworth County, Wisconsin",93.3,1.0,103013,1.0,103013,52177,5319,5901,6713,7648,55,127
864,"Crawford County, Wisconsin",95.4,2.0,16288,0.5,16288,8982,801,932,991,1002,55,023
865,"Manitowoc County, Wisconsin",94.3,0.9,79407,2.8,79407,37428,4181,4748,4654,4689,55,071
866,"Sauk County, Wisconsin",94.4,0.8,63596,0.7,63596,30295,3828,4569,3682,3843,55,111
867,"Burnett County, Wisconsin",91.5,0.5,15258,0.4,15258,15485,648,767,785,780,55,013
868,"Chippewa County, Wisconsin",95.0,1.2,63635,1.3,63635,28220,3593,4097,4358,3697,55,017
869,"Door County, Wisconsin",96.4,0.7,27439,0.5,27439,24717,1024,1108,1531,1266,55,029
870,"Douglas County, Wisconsin",92.9,1.3,43402,1.1,43402,23124,2209,2370,2651,2656,55,031
871,"Jackson County, Wisconsin",87.5,2.1,20506,0.5,20506,9911,1233,1084,1397,1230,55,053
872,"Iowa County, Wisconsin",96.6,0.8,23620,0.7,23620,10864,1340,1564,1635,1404,55,049
873,"Ozaukee County, Wisconsin",93.7,1.4,88284,2.2,88284,37216,4499,4712,6221,6319,55,089
874,"Richland County, Wisconsin",95.5,0.6,17539,0.6,17539,8943,906,1080,1187,1098,55,103
875,"Campbell County, Wyoming",95.1,0.3,47708,0.3,47708,20158,3666,4207,3559,2806,56,005
876,"Johnson County, Wyoming",92.2,0.5,8515,0.0,8515,4618,431,531,667,380,56,019
877,"Natrona County, Wyoming",94.1,1.4,80610,0.7,80610,36703,5520,5258,5538,4874,56,025
878,"Converse County, Wyoming",95.9,0.0,13997,0.2,13997,6654,953,1065,887,920,56,009
879,"Niobrara County, Wyoming",93.1,0.5,2448,1.3,2448,1377,122,60,173,174,56,027
880,"Teton County, Wyoming",90.3,1.2,23059,1.2,23059,13680,1156,1360,1352,930,56,039
881,"Sweetwater County, Wyoming",93.1,0.8,44117,0.6,44117,19628,3155,3553,3203,3157,56,037
882,"Platte County, Wyoming",94.8,0.0,8673,0.7,8673,4822,474,321,661,495,56,031
883,"Sheridan County, Wyoming",95.1,0.5,30012,0.7,30012,14779,1623,1699,2029,1874,56,033
884,"Big Horn County, Wyoming",94.5,0.4,11901,0.4,11901,5461,746,743,1011,831,56,003
885,"Crook County, Wyoming",95.4,0.2,7410,0.3,7410,3650,517,546,486,378,56,011
886,"Park County, Wyoming",94.4,0.2,29121,0.6,29121,14324,1566,1535,1819,1943,56,029
887,"Albany County, Wyoming",90.1,1.2,38102,3.1,38102,19162,1935,1796,1752,3213,56,001
888,"Carbon County, Wyoming",93.0,1.1,15477,1.0,15477,8755,1015,1221,828,874,56,007
889,"Goshen County, Wyoming",93.1,0.1,13438,0.5,13438,6031,781,591,937,863,56,015
890,"Uinta County, Wyoming",93.4,0.1,20609,0.1,20609,8972,1502,1829,1747,1477,56,041
891,"Washakie County, Wyoming",89.7,0.0,8129,0.0,8129,3868,434,484,561,580,56,043
892,"Hot Springs County, Wyoming",96.2,0.0,4680,0.0,4680,2565,245,264,264,180,56,017
893,"Fremont County, Wyoming",72.8,0.6,40076,0.1,40076,17983,2852,2813,2972,2553,56,013
894,"Sublette County, Wyoming",96.3,0.0,9951,0.1,9951,5989,632,729,666,652,56,035
895,"Weston County, Wyoming",92.5,0.5,7100,4.4,7100,3565,372,577,338,323,56,045
896,"Hatillo Municipio, Puerto Rico",97.7,0.6,40390,0.0,40390,16902,1677,2111,2584,2658,72,065
897,"Humacao Municipio, Puerto Rico",54.7,20.7,53466,0.4,53466,26675,2511,2916,3072,3641,72,069
898,"Morovis Municipio, Puerto Rico",92.6,1.5,31320,0.1,31320,11634,1536,1287,2746,2331,72,101
899,"Mayag�ez Municipio, Puerto Rico",27.8,3.6,77255,0.0,77255,40916,3168,3853,4029,6228,72,097
900,"Trujillo Alto Municipio, Puerto Rico",81.7,9.6,67780,0.1,67780,29351,2991,3683,4582,4632,72,139
901,"Quebradillas Municipio, Puerto Rico",83.6,4.5,24036,0.1,24036,10399,1120,1006,1856,1605,72,115
902,"Moca Municipio, Puerto Rico",79.5,3.4,36872,0.2,36872,16030,1779,2002,2563,2686,72,099
903,"Culebra Municipio, Puerto Rico",50.6,5.2,1314,1.0,1314,1541,56,87,83,55,72,049
904,"Salinas Municipio, Puerto Rico",57.1,33.5,28633,0.5,28633,13540,1429,1827,1849,2222,72,123
905,"Barceloneta Municipio, Puerto Rico",86.2,3.5,24299,0.6,24299,10094,1264,1294,1608,1680,72,017
906,"Yauco Municipio, Puerto Rico",77.4,3.6,36439,0.0,36439,17427,1618,2037,2158,2360,72,153
907,"Guaynabo Municipio, Puerto Rico",77.5,6.5,88663,0.1,88663,39923,3615,4416,4379,5262,72,061
908,"Cabo Rojo Municipio, Puerto Rico",27.9,2.0,49005,0.0,49005,29603,1957,2512,3071,3253,72,023
909,"Fajardo Municipio, Puerto Rico",56.9,10.7,32001,0.4,32001,18582,1625,1710,2047,2190,72,053
910,"Patillas Municipio, Puerto Rico",25.3,72.4,17334,0.0,17334,8844,762,970,1011,1084,72,109
911,"Rinc�n Municipio, Puerto Rico",81.6,1.2,14269,0.0,14269,9453,585,696,805,833,72,117
912,"Aguas Buenas Municipio, Puerto Rico",63.6,7.7,26275,0.0,26275,10762,1128,1381,1827,1826,72,007
913,"Bayam�n Municipio, Puerto Rico",66.9,7.8,182955,0.1,182955,83260,8186,9364,10149,11869,72,021
914,"Cayey Municipio, Puerto Rico",68.3,5.8,44530,0.0,44530,20037,1950,2830,2168,3041,72,035
915,"Maunabo Municipio, Puerto Rico",25.5,72.9,11023,0.0,11023,5329,526,565,714,683,72,095
916,"Pe�uelas Municipio, Puerto Rico",71.5,3.7,20984,0.2,20984,8678,1220,1431,1404,1347,72,111
917,"San Sebasti�n Municipio, Puerto Rico",70.3,2.9,37964,0.3,37964,17847,1704,2178,2266,2497,72,131
918,"Toa Alta Municipio, Puerto Rico",81.6,7.6,73405,0.4,73405,25976,3359,4139,5297,5620,72,135
919,"Vieques Municipio, Puerto Rico",60.4,9.8,8771,1.8,8771,4934,489,543,566,346,72,147
920,"Yabucoa Municipio, Puerto Rico",30.7,66.6,34149,0.0,34149,14736,1466,2098,1965,2333,72,151
921,"Caguas Municipio, Puerto Rico",76.5,8.5,131363,0.2,131363,57739,5835,7105,8298,8851,72,025
922,"Can�vanas Municipio, Puerto Rico",49.5,11.1,46108,0.3,46108,17770,2368,2778,3032,3243,72,029
923,"Coamo Municipio, Puerto Rico",66.7,25.5,39265,0.0,39265,16305,1799,2244,2735,2562,72,043
924,"Dorado Municipio, Puerto Rico",79.1,12.3,37208,0.1,37208,15832,1840,2116,2830,2675,72,051
925,"Barranquitas Municipio, Puerto Rico",88.9,4.8,28755,0.0,28755,10764,1677,1910,1817,2204,72,019
926,"Orocovis Municipio, Puerto Rico",83.2,3.3,21407,0.0,21407,8580,1161,1002,1616,1591,72,107
927,"A�asco Municipio, Puerto Rico",75.1,2.8,27368,0.0,27368,12524,1136,1257,1820,1850,72,011
928,"Ceiba Municipio, Puerto Rico",64.4,8.9,11853,0.2,11853,7441,536,530,805,703,72,037
929,"Comer�o Municipio, Puerto Rico",82.0,9.3,19539,0.1,19539,7451,955,824,1581,1320,72,045
930,"Isabela Municipio, Puerto Rico",68.1,5.4,42420,0.0,42420,20391,1771,2283,2599,2833,72,071
931,"Lares Municipio, Puerto Rico",71.2,0.4,26451,0.0,26451,12234,1266,1230,1732,1717,72,081
932,"Las Piedras Municipio, Puerto Rico",34.9,62.2,37768,0.0,37768,15528,1703,1951,2802,2554,72,085
933,"San Juan Municipio, Puerto Rico",68.8,12.8,344606,0.4,344606,191471,15949,18467,17536,22165,72,127
934,"Vega Alta Municipio, Puerto Rico",74.6,10.8,37724,0.2,37724,15992,1857,2139,2765,2652,72,143
935,"Maricao Municipio, Puerto Rico",40.4,2.4,6202,0.0,6202,2591,289,277,417,416,72,093
936,"Aibonito Municipio, Puerto Rico",76.4,11.9,23457,0.1,23457,9800,1137,1468,1195,1333,72,009
937,"Juncos Municipio, Puerto Rico",47.3,12.1,39128,0.2,39128,15584,1944,2315,2789,2790,72,077
938,"Sabana Grande Municipio, Puerto Rico",69.9,2.4,23054,0.0,23054,10839,1100,1162,1535,1566,72,121
939,"Adjuntas Municipio, Puerto Rico",75.4,0.8,18181,0.0,18181,7594,883,1073,1189,1192,72,001
940,"Camuy Municipio, Puerto Rico",81.3,1.7,32222,0.0,32222,14114,1423,1694,1965,2195,72,027
941,"Gu�nica Municipio, Puerto Rico",62.5,4.2,16783,0.0,16783,9340,877,918,1063,1075,72,055
942,"Hormigueros Municipio, Puerto Rico",30.2,2.4,16180,0.0,16180,7658,598,861,811,1035,72,067
943,"Manat� Municipio, Puerto Rico",84.7,4.2,39692,0.2,39692,18639,1957,2131,2595,2734,72,091
944,"Naguabo Municipio, Puerto Rico",65.9,3.9,26266,0.3,26266,11582,1246,1842,1836,1885,72,103
945,"Naranjito Municipio, Puerto Rico",84.4,6.4,28557,0.0,28557,10455,1497,1493,1854,1939,72,105
946,"San Germ�n Municipio, Puerto Rico",58.4,2.2,32114,0.0,32114,15682,1504,1783,1752,2241,72,125
947,"Utuado Municipio, Puerto Rico",61.9,1.4,29402,0.4,29402,13328,1361,1564,1906,1962,72,141
948,"Arecibo Municipio, Puerto Rico",82.2,4.2,87242,0.8,87242,41309,3975,4373,5174,5890,72,013
949,"Arroyo Municipio, Puerto Rico",60.4,18.9,18111,0.0,18111,8446,875,864,1587,1256,72,015
950,"Cata�o Municipio, Puerto Rico",65.5,10.3,24888,0.5,24888,10654,1251,1726,1295,1738,72,033
951,"Florida Municipio, Puerto Rico",87.8,1.7,11910,0.0,11910,4948,622,671,771,846,72,054
952,"Monroe County, Alabama",54.9,41.5,21512,0.6,21512,11398,1266,1337,1364,1450,01,099
953,"Lawrence County, Alabama",78.2,10.9,33171,0.1,33171,15373,1855,2012,2184,1953,01,079
954,"Lee County, Alabama",70.3,23.0,159287,4.1,159287,68081,9431,8850,10200,13411,01,081
955,"Pickens County, Alabama",56.0,41.2,20298,0.1,20298,9557,1034,996,1187,1294,01,107
956,"Sumter County, Alabama",24.7,72.0,12985,2.6,12985,6858,702,693,661,1385,01,119
957,"Choctaw County, Alabama",56.7,42.8,13075,0.1,13075,7344,671,707,760,807,01,023
958,"Marengo County, Alabama",45.3,53.8,19538,0.0,19538,10325,969,1232,1474,1447,01,091
959,"Russell County, Alabama",50.3,42.9,58213,0.9,58213,27426,4258,4630,3201,3421,01,113
960,"Covington County, Alabama",84.7,12.9,37351,0.4,37351,18907,2142,2496,2138,2086,01,039
961,"Crenshaw County, Alabama",71.7,23.1,13865,1.4,13865,6790,787,868,925,862,01,041
962,"Lauderdale County, Alabama",87.0,10.1,92585,0.7,92585,44792,4736,5563,4852,6149,01,077
963,"Lowndes County, Alabama",24.9,74.3,10236,0.0,10236,5187,634,637,662,579,01,085
964,"Limestone County, Alabama",80.8,13.4,93052,1.3,93052,36069,5223,5431,6697,6304,01,083
965,"St. Clair County, Alabama",87.3,9.5,87306,0.8,87306,36628,5241,5279,6058,5144,01,115
966,"Winston County, Alabama",96.3,0.4,23875,0.1,23875,13649,1246,1193,1653,1368,01,133
967,"Cullman County, Alabama",95.2,1.2,82313,0.4,82313,37652,4979,4736,5596,5009,01,043
968,"Elmore County, Alabama",74.9,21.4,81212,0.5,81212,34004,4736,4761,5460,5243,01,051
969,"Jackson County, Alabama",91.0,3.5,52094,0.4,52094,25106,2793,3217,3106,3035,01,071
970,"Talladega County, Alabama",64.2,32.3,80565,0.6,80565,37669,4301,5040,4796,5044,01,121
971,"Washington County, Alabama",66.1,24.6,16643,0.4,16643,8509,616,889,1422,1203,01,129
972,"Coffee County, Alabama",75.9,17.2,51288,1.3,51288,23088,3178,3251,3588,3271,01,031
973,"Morgan County, Alabama",80.6,12.8,119122,0.7,119122,51951,7059,8221,7124,7610,01,103
974,"Chilton County, Alabama",83.3,9.4,43930,0.4,43930,19586,2767,3103,2869,2823,01,021
975,"Colbert County, Alabama",79.4,15.8,54495,0.5,54495,26466,3098,3272,3189,3134,01,033
976,"Dale County, Alabama",72.9,19.8,49255,1.3,49255,23065,3231,3162,3148,3023,01,045
977,"Etowah County, Alabama",80.3,15.7,102939,0.7,102939,47705,5793,6148,6210,6484,01,055
978,"DeKalb County, Alabama",85.6,1.4,71200,0.2,71200,31462,4251,4916,5151,4805,01,049
979,"Lamar County, Alabama",87.5,11.2,13933,0.0,13933,7390,699,878,935,867,01,075
980,"Randolph County, Alabama",77.3,20.1,22574,0.3,22574,12056,1290,1432,1300,1542,01,111
981,"Mobile County, Alabama",58.8,35.6,414659,2.0,414659,183164,26969,26349,28091,27066,01,097
982,"Walker County, Alabama",90.8,6.2,64493,0.5,64493,31057,3986,4028,3811,4003,01,127
983,"Cleburne County, Alabama",94.2,2.6,14938,0.0,14938,6806,821,1055,962,895,01,029
984,"Greene County, Alabama",17.1,79.7,8426,0.0,8426,5075,490,537,488,493,01,063
985,"Barbour County, Alabama",47.4,47.6,25782,0.4,25782,11937,1390,1450,1677,1434,01,005
986,"Bullock County, Alabama",22.0,76.2,10352,0.5,10352,4526,596,634,540,772,01,011
987,"Calhoun County, Alabama",74.3,20.6,115098,0.9,115098,53682,6562,6844,7158,7773,01,015
988,"Clarke County, Alabama",53.0,45.8,24387,0.5,24387,12741,1364,1375,1591,1611,01,025
989,"Montgomery County, Alabama",36.5,57.7,226941,2.7,226941,104355,15315,15403,14135,15037,01,101
990,"Marshall County, Alabama",92.4,2.6,95145,0.6,95145,40630,6536,6165,6974,6167,01,095
991,"Henry County, Alabama",71.1,27.7,17124,0.0,17124,9096,933,823,1184,1013,01,067
992,"Madison County, Alabama",68.2,24.1,357560,2.5,357560,159299,20902,21679,22488,24006,01,089
993,"Tallapoosa County, Alabama",69.5,27.4,40636,0.4,40636,22310,2211,2650,2217,2712,01,123
994,"Wilcox County, Alabama",26.9,69.5,10809,0.0,10809,5728,666,497,930,847,01,131
995,"Denali Borough, Alaska",81.1,0.8,2232,4.5,2232,1627,66,42,98,125,02,068
996,"Kenai Peninsula Borough, Alaska",83.3,0.6,58220,1.5,58220,31150,3652,3551,3800,3643,02,122
997,"Aleutians West Census Area, Alaska",29.5,4.3,5750,40.0,5750,1967,240,359,240,275,02,016
998,"Bristol Bay Borough, Alaska",56.3,0.4,890,0.3,890,940,52,51,59,45,02,060
999,"Kodiak Island Borough, Alaska",53.4,0.3,13649,23.0,13649,5405,1077,1115,824,1032,02,150
1000,"Northwest Arctic Borough, Alaska",11.1,1.1,7734,1.0,7734,2741,810,833,683,624,02,188
1001,"Bethel Census Area, Alaska",11.0,0.7,18040,1.0,18040,6027,1863,1814,1743,1594,02,050
1002,"North Slope Borough, Alaska",31.6,0.9,9797,5.6,9797,2583,813,764,611,534,02,185
1003,"Sitka City and Borough, Alaska",64.7,1.2,8738,7.2,8738,4199,412,589,598,509,02,220
1004,"Fairbanks North Star Borough, Alaska",75.5,4.5,99653,3.1,99653,44059,7897,7016,5860,6192,02,090
1005,"Ketchikan Gateway Borough, Alaska",66.8,0.7,13804,7.7,13804,6343,840,880,833,801,02,130
1006,"Matanuska-Susitna Borough, Alaska",83.1,1.1,103464,1.4,103464,41756,7526,7753,8152,7089,02,170
1007,"Nome Census Area, Alaska",16.1,0.9,9925,1.6,9925,4078,957,1008,918,799,02,180
1008,"Dillingham Census Area, Alaska",17.6,1.3,4975,1.5,4975,2446,478,430,394,379,02,070
1009,"Haines Borough, Alaska",81.0,0.0,2518,2.9,2518,1673,159,143,183,123,02,100
1010,"Yakutat City and Borough, Alaska",44.8,0.3,689,8.3,689,413,62,42,50,41,02,282
1011,"Juneau City and Borough, Alaska",68.6,1.0,32330,7.2,32330,13586,1901,2043,1798,1992,02,110
1012,"Lake and Peninsula Borough, Alaska",22.8,0.7,1375,2.5,1375,1421,97,103,101,92,02,164
1013,"Southeast Fairbanks Census Area, Alaska",76.6,0.7,6876,2.3,6876,3909,509,489,585,539,02,240
1014,"Yukon-Koyukuk Census Area, Alaska",22.7,0.1,5415,0.6,5415,4087,403,462,383,383,02,290
1015,"Anchorage Municipality, Alaska",63.0,5.6,296112,9.6,296112,116493,21766,20547,19210,18426,02,020
1016,"Aleutians East Borough, Alaska",17.7,4.2,3425,25.6,3425,1106,108,103,169,170,02,013
1017,"Skagway Municipality, Alaska",86.4,1.2,1061,1.8,1061,647,66,63,22,60,02,230
1018,"Prince of Wales-Hyder Census Area, Alaska",47.2,0.4,6474,1.2,6474,3428,394,443,451,387,02,198
1019,"Petersburg Borough, Alaska",72.1,0.7,3255,9.3,3255,1762,206,217,197,198,02,195
1020,"Kusilvak Census Area, Alaska",3.9,0.7,8198,0.4,8198,2225,1086,867,894,750,02,158
1021,"Maricopa County, Arizona",77.6,5.5,4253913,4.2,4253913,1719157,279161,288352,298170,288250,04,013
1022,"Graham County, Arizona",79.0,2.0,37879,0.6,37879,13416,2819,2781,2965,2957,04,009
1023,"Santa Cruz County, Arizona",85.1,0.5,46584,0.9,46584,18255,3342,3836,3350,3793,04,023
1024,"La Paz County, Arizona",76.9,0.8,20701,0.8,20701,16274,961,1026,880,1015,04,012
1025,"Mohave County, Arizona",90.5,1.1,206064,1.2,206064,113876,9137,10058,11164,10146,04,015
1026,"Coconino County, Arizona",63.8,1.3,140217,2.1,140217,65438,7860,7838,8780,16137,04,005
1027,"Yuma County, Arizona",75.0,2.2,207829,1.3,207829,91685,15212,14670,14650,14852,04,027
1028,"Greenlee County, Arizona",90.9,2.2,9504,0.3,9504,4435,697,739,756,717,04,011
1029,"Pinal County, Arizona",80.2,4.5,419721,1.8,419721,171368,24845,28352,28755,25465,04,021
1030,"St. Francis County, Arkansas",40.9,55.6,26294,0.6,26294,10971,1638,1359,1772,1536,05,123
1031,"White County, Arkansas",90.9,4.1,78804,0.7,78804,33684,5051,5094,5230,5993,05,145
1032,"Nevada County, Arkansas",63.4,34.7,8440,0.3,8440,4587,504,613,472,507,05,099
1033,"Cross County, Arkansas",74.7,19.5,16998,0.1,16998,7963,1118,1029,1221,1152,05,037
1034,"Drew County, Arkansas",68.6,28.8,18502,0.2,18502,8598,1122,897,1291,1644,05,043
1035,"Columbia County, Arkansas",60.6,35.0,23892,1.1,23892,11636,1428,1371,1360,2306,05,027
1036,"Saline County, Arkansas",89.1,7.0,118009,1.2,118009,48259,6966,7688,8304,7574,05,125
1037,"Van Buren County, Arkansas",95.9,0.5,16684,0.1,16684,10436,804,1025,926,901,05,141
1038,"Izard County, Arkansas",94.7,1.9,13559,0.1,13559,7274,665,502,884,733,05,065
1039,"Lincoln County, Arkansas",66.5,31.3,13695,0.0,13695,4922,546,580,801,630,05,079
1040,"Logan County, Arkansas",91.5,1.3,21757,2.3,21757,10180,1260,1350,1305,1333,05,083
1041,"Crittenden County, Arkansas",44.4,48.5,49013,0.7,49013,21746,3743,3884,3510,3452,05,035
1042,"Franklin County, Arkansas",94.2,1.0,17780,0.6,17780,8063,1001,1174,1155,1246,05,047
1043,"Pike County, Arkansas",90.1,3.3,10808,0.5,10808,5622,621,692,627,682,05,109
1044,"Jefferson County, Arkansas",40.1,56.6,70424,0.9,70424,33367,4273,4178,4508,4916,05,069
1045,"Montgomery County, Arkansas",91.2,0.2,8993,1.4,8993,5834,424,493,430,560,05,097
1046,"Scott County, Arkansas",87.9,0.3,10442,0.9,10442,5257,793,709,793,615,05,127
1047,"Sebastian County, Arkansas",74.9,7.0,127461,4.4,127461,56591,8377,8594,8648,8554,05,131
1048,"Benton County, Arkansas",87.9,1.7,258980,3.8,258980,102838,18379,18906,20702,17318,05,007
1049,"Chicot County, Arkansas",43.7,54.1,10826,0.4,10826,5434,651,794,612,722,05,017
1050,"Johnson County, Arkansas",91.4,1.6,26291,1.9,26291,11463,1702,1762,1875,1887,05,071
1051,"Lee County, Arkansas",42.3,56.5,9398,0.1,9398,4364,486,394,570,478,05,077
1052,"Desha County, Arkansas",49.3,47.1,11887,0.3,11887,6302,758,665,1103,858,05,041
1053,"Fulton County, Arkansas",96.3,0.6,12139,0.0,12139,6819,577,687,759,696,05,049
1054,"Garland County, Arkansas",86.2,8.2,98296,0.5,98296,50862,5295,6322,4873,5647,05,051
1055,"Pope County, Arkansas",91.2,3.0,63644,1.0,63644,26196,3998,4407,3880,5152,05,115
1056,"Prairie County, Arkansas",85.4,13.0,8244,0.4,8244,4531,452,480,452,469,05,117
1057,"Van Wert County, Ohio",96.2,1.2,28281,0.3,28281,12732,1679,1963,1767,1842,39,161
1058,"Washington County, Ohio",95.8,1.2,60671,0.6,60671,28236,2979,3056,3736,3853,39,167
1059,"Williams County, Ohio",95.1,1.0,36936,0.6,36936,16660,2151,2274,2547,2294,39,171
1060,"Auglaize County, Ohio",96.7,0.5,45784,0.4,45784,19852,2915,3138,3114,2971,39,011
1061,"Columbiana County, Ohio",94.9,2.2,104003,0.1,104003,46818,5423,5875,6256,6187,39,029
1062,"Darke County, Ohio",97.5,0.7,51734,0.5,51734,22844,3112,3428,3576,3410,39,037
1063,"Ottawa County, Ohio",95.6,1.1,40709,0.2,40709,28391,1724,2078,2387,2335,39,123
1064,"Fulton County, Ohio",93.2,0.4,42305,0.4,42305,17520,2490,2710,3065,2959,39,051
1065,"Hardin County, Ohio",96.2,0.7,31542,0.8,31542,13187,1951,2159,1961,2767,39,065
1066,"Jackson County, Ohio",96.9,0.6,32524,0.1,32524,14774,2053,2260,2168,2108,39,079
1067,"Lucas County, Ohio",72.1,18.9,432379,1.8,432379,203073,27772,27467,28159,27696,39,095
1068,"Morrow County, Ohio",96.3,1.0,34976,0.1,34976,14271,1892,2039,2661,2680,39,117
1069,"Noble County, Ohio",92.5,5.6,14443,0.1,14443,6144,697,852,664,675,39,121
1070,"Preble County, Ohio",97.1,0.6,41207,0.5,41207,17886,2325,2581,2733,2726,39,135
1071,"Seneca County, Ohio",93.8,2.8,55475,0.6,55475,24114,2871,3387,3760,4340,39,147
1072,"Stark County, Ohio",88.0,7.4,373475,0.9,373475,166502,21034,21559,23702,24202,39,151
1073,"Allen County, Ohio",82.9,11.8,103642,0.7,103642,45063,6385,6760,6770,7231,39,003
1074,"Coshocton County, Ohio",96.9,1.1,36574,0.3,36574,16455,2301,2325,2481,2276,39,031
1075,"Crawford County, Ohio",96.7,0.9,42021,0.6,42021,20053,2418,2454,2697,2503,39,033
1076,"Delaware County, Ohio",87.8,3.3,197008,5.9,197008,71959,12385,15445,16059,14249,39,041
1077,"Guernsey County, Ohio",95.2,1.2,39274,0.4,39274,19285,2351,2189,2625,2518,39,059
1078,"Hocking County, Ohio",97.2,0.8,28495,0.3,28495,13396,1626,1827,1711,1801,39,073
1079,"Mercer County, Ohio",97.2,0.6,40806,0.4,40806,17935,2826,2655,3217,2776,39,107
1080,"Ross County, Ohio",90.3,5.3,77051,0.5,77051,32073,4162,4784,4577,4617,39,141
1081,"Cuyahoga County, Ohio",62.6,29.6,1253783,2.9,1253783,618792,72375,70285,74810,77767,39,035
